Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
N64,Muito antigo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Novo,Racing,Unknown,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Infogrames,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XB,Antigo,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Platform,BMG Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Adventure,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Sports,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Adventure,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Strategy,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Misc,MTV Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Role-Playing,Nippon Ichi Software,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,PQube,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Sony Computer Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Adventure,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Midway Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Platform,Sony Computer Entertainment,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
XB,Novo,Sports,Unknown,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Role-Playing,Atlus,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,Midway Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Platform,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Antigo,Racing,SouthPeak Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Puzzle,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Strategy,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GBA,Antigo,Action,Vivendi Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Koch Media,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Action,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Rising Star Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Shooter,Trion Worlds,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Role-Playing,SouthPeak Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
NES,Muito antigo,Action,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
N64,Muito antigo,Sports,GT Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Majesco Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Action,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,505 Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Tecmo Koei,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Platform,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Racing,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Puzzle,Hudson Soft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XB,Antigo,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Strategy,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Adventure,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Racing,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Action,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Adventure,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Role-Playing,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Platform,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,Universal Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Puzzle,Zoo Digital Publishing,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Midway Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Platform,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Misc,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Misc,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Adventure,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Action,3DO,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Simulation,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Sports,Infogrames,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Fighting,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Action,Virgin Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Platform,Laguna,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GB,Antigo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Antigo,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Misc,Vivendi Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Misc,Universal Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Strategy,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Platform,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Antigo,Puzzle,Ignition Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Fighting,Takara,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Simulation,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XOne,Novo,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Novo,Role-Playing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Codemasters,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Role-Playing,Rising Star Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Racing,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Racing,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Kadokawa Shoten,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Midway Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Role-Playing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Platform,Sony Computer Entertainment Europe,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SAT,Muito antigo,Racing,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
Wii,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Fighting,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Antigo,Fighting,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Fighting,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Shooter,D3Publisher,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Destineer,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Action,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SAT,Muito antigo,Adventure,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
3DS,Novo,Action,Level 5,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Antigo,Action,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Adventure,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Medio,Shooter,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Fighting,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Vivendi Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Platform,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Novo,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Enterbrain,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Puzzle,Deep Silver,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Platform,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Fighting,3DO,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Shooter,LucasArts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Strategy,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
SAT,Muito antigo,Strategy,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XB,Antigo,Platform,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Shooter,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SAT,Muito antigo,Strategy,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Action,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Role-Playing,Xseed Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Tecmo Koei,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Fighting,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Misc,Codemasters,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Misc,Microprose,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Fighting,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,SquareSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GB,Muito antigo,Role-Playing,Imagineer,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
Wii,Medio,Racing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Deep Silver,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Racing,System 3 Arcade Software,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Simulation,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Racing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Vivendi Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Unknown,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Racing,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Strategy,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Role-Playing,Level 5,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XOne,Novo,Adventure,Mojang,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Puzzle,D3Publisher,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Novo,Fighting,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,CPG Products,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Action,Midway Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Action,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Misc,Aruze Corp,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Role-Playing,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
